,Academy_Name,Class_Names,Day_1,Day_2,Time_1,Time_2,Genre,Link,Place,Contact,NumOfClass,District,Img
0,WeFlex,RHYTHM TRAINING,WeekDay,MON,Night,6:50~8:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
1,WeFlex,CHOREO BASIC,WeekDay,MON,Night,6:50~8:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
2,WeFlex,AFRO BEATS,WeekDay,MON,Night,8:00~9:10,Hip-Hop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
3,WeFlex,K-POP BOY,WeekDay,MON,Night,8:00~9:10,K-Pop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
4,WeFlex,AUDITION CLASS,WeekDay,MON,Night,09:10~10:30,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
5,WeFlex,HOUSE BASIC,WeekDay,TUE,Night,6:50~8:00,House,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
6,WeFlex,GIRLS HIP HOP CHOREO,WeekDay,TUE,Night,6:50~8:00,Hip-Hop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
7,WeFlex,K-POP GIRL,WeekDay,TUE,Night,8:00~9:10,K-Pop,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
8,WeFlex,PROFESSIONAL,WeekDay,TUE,Night,8:00~10:00,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
9,WeFlex,?…ì‹œë°?,WeekDay,TUE,Night,9:10~10:30,Choreography,https://wedanceseoul.com/aprill,"2f, 19, World Cup Buk-ro, Mapo-gu, Seoul, Republic of Korea",+82 2 324 7786,,Mapo,https://static1.squarespace.com/static/58bd1622bf629aed77ceee4b/t/5e6f4a698afded74f569f614/1586945438172/?format=1500w
